eventIndex,price_median15,price_delta15,bedrooms_delta15,view_delta15,bedsView_delta15,bathrooms_delta15,grade_delta15,bathsGrade_delta15,sqft_living_delta15,sqft_above_delta15,sqft_basement_delta15,sqft_lot_delta15,floors_delta15,waterfront_delta15,condition_delta15,building_age_delta15,interior_age_delta15
176,345000.0,54950.0,2.0,0.0,2.0,1.25,-1.0,8.0,630.0,220.0,430.0,2769.0,-1.0,0.0,0.0,21.0,21.0
177,500000.0,-115000.0,0.0,0.0,0.0,-1.5,-1.0,-16.0,-520.0,-340.0,0.0,2160.0,-1.0,0.0,0.0,11.0,47.0
178,219950.0,50000.0,0.0,2.0,6.0,0.0,0.0,1.0,690.0,60.0,630.0,-840.0,0.0,0.0,0.0,-18.0,-14.0
179,460000.0,-130000.0,-1.0,0.0,-1.0,-0.5,0.0,-6.0,-500.0,-340.0,290.0,60.0,0.0,0.0,0.0,0.0,0.0
180,255000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,-20.0,0.0,-1735.0,1.0,0.0,0.0,-1.0,-1.0
181,449000.0,21000.0,2.0,0.0,2.0,1.5,0.0,12.0,1110.0,450.0,700.0,-1125.0,0.5,0.0,1.0,2.0,5.0
182,497000.0,92000.0,1.0,0.0,1.0,1.0,0.0,8.0,770.0,1120.0,-200.0,-400.0,1.0,0.0,1.0,14.0,14.0
183,296475.0,-132975.0,-1.0,0.0,-1.0,-1.0,0.0,-8.0,-820.0,-820.0,0.0,-915.0,0.0,0.0,0.0,8.0,8.0
184,685000.0,150000.0,0.0,0.0,0.0,0.25,1.0,1.0,560.0,-320.0,550.0,5390.0,0.0,0.0,0.0,1.0,1.0
185,685000.0,415000.0,1.0,2.0,11.0,0.5,2.0,13.0,2020.0,620.0,1230.0,2500.0,0.0,0.0,0.0,-11.0,-11.0
186,270000.0,-1000.0,0.0,0.0,0.0,-0.25,0.0,0.0,-580.0,-460.0,-90.0,2000.0,0.0,0.0,0.0,-1.0,-1.0
187,515000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,220.0,0.0,1260.0,1.0,0.0,0.0,1.0,1.0
188,665000.0,-50000.0,1.0,0.0,1.0,-1.0,-1.0,-9.0,-390.0,-140.0,-100.0,-608.0,0.0,0.0,1.0,25.0,95.0
189,565000.0,20188.0,0.0,0.0,0.0,0.25,0.0,4.0,80.0,-40.0,800.0,869.0,0.0,0.0,0.0,-2.0,-2.0
190,432500.0,-127500.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,-190.0,430.0,1780.0,0.0,0.0,0.0,-5.0,-1.0
191,279000.0,-112050.0,0.0,0.0,0.0,-0.75,-1.0,-7.0,-290.0,-20.0,0.0,1260.0,0.0,0.0,-1.0,9.0,9.0
192,980000.0,-181000.0,-1.0,0.0,-1.0,0.25,-1.0,0.0,-350.0,-100.0,0.0,-2943.0,0.0,0.0,0.0,4.0,4.0
193,375000.0,25000.0,-1.0,0.0,-1.0,0.75,0.0,6.0,430.0,20.0,420.0,-606.0,0.0,0.0,0.0,-9.0,-7.0
194,358000.0,-128000.0,0.0,0.0,0.0,0.0,0.0,-1.0,-410.0,-130.0,0.0,415.0,0.0,0.0,0.0,1.0,1.0
195,329950.0,-73067.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-690.0,-690.0,0.0,-2347.0,0.0,0.0,0.0,-5.0,-5.0
196,335000.0,88000.0,1.0,0.0,1.0,0.0,0.0,2.0,500.0,-50.0,550.0,1665.0,0.0,0.0,2.0,5.0,5.0
197,365000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,840.0,-60.0,2036.0,0.0,0.0,0.0,-1.0,-1.0
198,490000.0,-50000.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-530.0,-460.0,0.0,59757.0,0.0,0.0,0.0,9.0,9.0
199,500000.0,-115000.0,0.0,0.0,0.0,-0.75,0.0,-6.0,-860.0,-170.0,0.0,51401.0,0.0,0.0,0.0,6.0,6.0
200,305450.0,-95450.0,-1.0,0.0,-1.0,-1.0,-1.0,-9.0,-1280.0,-740.0,0.0,4084.0,0.0,0.0,0.0,16.0,16.0
201,300000.0,-3000.0,0.0,0.0,0.0,0.5,0.0,5.0,210.0,489.0,0.0,1470.0,1.0,0.0,-1.0,-17.0,-17.0
202,536500.0,-66500.0,0.0,0.0,0.0,-0.75,0.0,-6.0,-440.0,-340.0,0.0,539.0,0.0,0.0,0.0,-27.0,-27.0
203,218250.0,8250.0,0.0,0.0,0.0,0.5,0.0,4.0,-84.0,-270.0,400.0,-1100.0,0.0,0.0,0.0,-9.0,-9.0
204,328000.0,-53750.0,0.0,0.0,0.0,-0.75,-1.0,-7.0,-790.0,-370.0,-340.0,0.0,0.0,0.0,0.0,14.0,14.0
205,950000.0,-110000.0,0.0,0.0,0.0,-0.75,1.0,-5.0,-100.0,-360.0,340.0,-607.0,0.0,0.0,0.0,2.0,2.0
206,750000.0,-72100.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-380.0,-380.0,0.0,-761.0,0.0,0.0,0.0,0.0,0.0
207,555000.0,-130000.0,0.0,0.0,-1.0,-1.0,0.0,-8.0,-840.0,-410.0,-400.0,864.0,-0.5,0.0,-1.0,13.0,14.0
208,310000.0,-129750.0,-1.0,0.0,-1.0,-1.0,-1.0,-9.0,-670.0,-240.0,-490.0,1800.0,0.0,0.0,-1.0,13.0,13.0
209,320000.0,144000.0,4.0,0.0,4.0,1.25,0.0,10.0,1100.0,520.0,700.0,1748.0,0.0,0.0,0.0,75.0,1.0
210,317000.0,3000.0,1.0,0.0,1.0,-0.25,0.0,0.0,-430.0,-300.0,0.0,1299.0,0.0,0.0,0.0,10.0,10.0
211,621000.0,4504.0,0.0,0.0,0.0,0.0,1.0,2.0,-450.0,-280.0,-60.0,-2434.0,0.5,0.0,-1.0,-75.0,-75.0
212,685100.0,-92600.0,0.0,0.0,0.0,0.0,0.0,0.0,-750.0,-750.0,0.0,5071.0,-1.0,0.0,0.0,18.0,18.0
213,289950.0,175050.0,0.0,0.0,0.0,0.5,1.0,7.0,874.0,904.0,0.0,4880.0,1.0,0.0,0.0,-17.0,-17.0
214,630000.0,-153000.0,0.0,0.0,-1.0,-0.25,0.0,0.0,-1500.0,-700.0,-800.0,-330.0,0.0,0.0,0.0,0.0,22.0
215,200000.0,80000.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-280.0,-160.0,0.0,6650.0,0.0,0.0,0.0,31.0,31.0
216,1060000.0,450000.0,1.0,2.0,14.0,-0.25,-1.0,-5.0,-540.0,-830.0,280.0,20733.0,-1.0,0.0,-1.0,17.0,-14.0
217,365000.0,80838.0,0.0,0.0,0.0,1.5,2.0,15.0,1060.0,1110.0,0.0,92.0,1.0,0.0,0.0,-58.0,-57.0
218,685000.0,385000.0,-1.0,2.0,2.0,0.25,0.0,2.0,1580.0,230.0,1280.0,9764.0,-0.5,0.0,-1.0,-20.0,-8.0
219,675000.0,-208000.0,-1.0,0.0,-2.0,-0.5,0.0,-4.0,-1040.0,-400.0,-180.0,1050.0,0.0,0.0,0.0,4.0,4.0
220,680000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-100.0,0.0,-4530.0,0.0,0.0,0.0,-5.0,-5.0
221,289900.0,-9950.0,0.0,0.0,-1.0,0.25,0.0,2.0,-110.0,-10.0,400.0,356.0,0.0,0.0,0.0,1.0,1.0
222,458000.0,69000.0,1.0,0.0,1.0,0.0,1.0,2.0,320.0,820.0,-100.0,9781.0,1.0,0.0,0.0,-17.0,-17.0
223,267500.0,57500.0,0.0,0.0,0.0,0.5,1.0,6.0,360.0,250.0,440.0,6645.0,0.0,0.0,0.0,0.0,0.0
224,329950.0,-1950.0,0.0,0.0,0.0,-0.25,0.0,-2.0,100.0,100.0,0.0,3115.0,0.0,0.0,0.0,8.0,8.0
225,304950.0,85050.0,0.0,0.0,0.0,1.25,1.0,11.0,280.0,420.0,0.0,640.0,0.0,0.0,2.0,0.0,0.0
226,592350.0,-112400.0,0.0,0.0,0.0,0.0,0.0,0.0,-360.0,-360.0,0.0,1037.0,0.0,0.0,0.0,1.0,1.0
227,230000.0,34950.0,1.0,0.0,1.0,0.5,0.0,4.0,210.0,-20.0,240.0,2528.0,0.0,0.0,1.0,3.0,3.0
228,305000.0,-70000.0,-1.0,0.0,-1.0,-1.5,0.0,-12.0,-1050.0,-1220.0,450.0,7155.0,-1.0,0.0,1.0,36.0,37.0
229,575000.0,-58500.0,0.0,0.0,0.0,0.0,0.0,0.0,-640.0,-640.0,0.0,-271.0,0.0,0.0,0.0,0.0,0.0
230,770000.0,-115000.0,-1.0,1.0,-5.0,-0.75,-1.0,-6.0,-750.0,-785.0,-80.0,559.0,0.0,1.0,-1.0,41.0,-14.0
231,684000.0,-184000.0,0.0,0.0,0.0,-0.25,-2.0,-8.0,-630.0,-220.0,0.0,4890.0,-1.0,0.0,2.0,40.0,40.0
232,298700.0,16300.0,3.0,0.0,3.0,0.5,0.0,5.0,280.0,120.0,610.0,-404.0,0.0,0.0,0.0,1.0,1.0
233,393000.0,-180000.0,-1.0,0.0,-1.0,-0.75,-1.0,-5.0,-580.0,-390.0,0.0,-4867.0,-0.5,0.0,0.0,9.0,9.0
234,402000.0,73000.0,-1.0,0.0,-1.0,-0.5,0.0,-4.0,210.0,260.0,140.0,-201.0,0.5,0.0,2.0,8.0,8.0
235,980000.0,50000.0,1.0,0.0,1.0,1.5,0.0,16.0,330.0,400.0,0.0,7695.0,0.0,0.0,0.0,3.0,3.0
236,340000.0,76000.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,-100.0,580.0,44642.0,-0.5,0.0,2.0,4.0,8.0
237,507200.0,-97200.0,1.0,0.0,1.0,-0.5,0.0,-6.0,490.0,390.0,300.0,-60.0,0.0,0.0,0.0,18.0,-83.0
238,643000.0,157000.0,0.0,0.0,0.0,1.0,1.0,14.0,1270.0,970.0,300.0,55756.0,0.0,0.0,0.0,-4.0,-4.0
239,357000.0,115000.0,2.0,1.0,10.0,0.5,1.0,7.0,2010.0,570.0,1270.0,1186.0,0.0,0.0,0.0,-4.0,-4.0
240,225000.0,0.0,0.0,0.0,0.0,0.25,0.0,2.0,50.0,50.0,0.0,-642.0,0.0,0.0,1.0,-1.0,-1.0
241,379500.0,-169500.0,0.0,0.0,0.0,0.0,0.0,-1.0,-270.0,-130.0,0.0,800.0,0.0,0.0,-1.0,6.0,6.0
242,613200.0,-158200.0,-2.0,0.0,-2.0,-0.75,0.0,-6.0,-370.0,-40.0,-500.0,1250.0,0.0,0.0,-2.0,1.0,1.0
243,269000.0,-44000.0,-1.0,0.0,-1.0,-1.25,-1.0,-11.0,-470.0,-260.0,0.0,-1057.0,0.0,0.0,0.0,5.0,5.0
244,680000.0,-200000.0,-1.0,2.0,2.0,-1.0,0.0,-10.0,-830.0,-430.0,-220.0,-980.0,-0.5,0.0,0.0,1.0,2.0
245,317000.0,46000.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,530.0,0.0,2171.0,0.0,0.0,0.0,-1.0,-1.0
246,858450.0,1541550.0,1.0,4.0,16.0,-0.75,-1.0,-8.0,80.0,-1410.0,1820.0,16.0,-1.0,1.0,0.0,-1.0,0.0
247,259950.0,-78950.0,-1.0,0.0,-1.0,-0.5,-1.0,-5.0,-350.0,-190.0,0.0,3931.0,-1.0,0.0,0.0,53.0,53.0
248,222000.0,28000.0,1.0,0.0,1.0,0.5,0.0,4.0,410.0,690.0,0.0,-208.0,0.0,0.0,0.0,-9.0,-9.0
249,444000.0,37000.0,0.0,0.0,0.0,0.75,-1.0,4.0,210.0,-310.0,790.0,0.0,0.0,0.0,0.0,6.0,6.0
250,290000.0,-30000.0,-1.0,0.0,-1.0,-0.25,0.0,-4.0,-110.0,-300.0,130.0,-631.0,0.0,0.0,0.0,0.0,0.0
251,385000.0,70000.0,1.0,0.0,1.0,0.0,2.0,5.0,880.0,1030.0,0.0,1085.0,0.0,0.0,0.0,-1.0,-1.0
252,556000.0,-141000.0,-1.0,0.0,-1.0,-0.25,-1.0,-5.0,-1200.0,-990.0,0.0,-9739.0,0.0,0.0,0.0,2.0,3.0
253,463500.0,-114000.0,0.0,0.0,0.0,-1.25,0.0,-12.0,-560.0,-290.0,130.0,-1558.0,-1.0,0.0,0.0,40.0,40.0
254,260000.0,-15000.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,-90.0,1.0,0.0,0.0,0.0,0.0
255,420000.0,172500.0,-1.0,2.0,3.0,0.5,0.0,2.0,150.0,220.0,0.0,3767.0,0.0,0.0,2.0,12.0,12.0
256,328000.0,57000.0,1.0,0.0,0.0,0.0,0.0,0.0,810.0,10.0,960.0,0.0,0.0,0.0,1.0,7.0,7.0
257,320000.0,-5000.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,-420.0,380.0,1323.0,0.0,0.0,0.0,-5.0,-5.0
258,288000.0,-33000.0,0.0,0.0,0.0,-0.75,0.0,-6.0,80.0,90.0,0.0,-130.0,0.0,0.0,0.0,-1.0,-1.0
259,779380.0,-86380.0,0.0,0.0,0.0,0.0,0.0,-2.0,-760.0,-620.0,0.0,-2420.0,0.0,0.0,0.0,2.0,2.0
260,895000.0,-115000.0,-1.0,0.0,-1.0,-1.25,0.0,-11.0,-690.0,-380.0,-200.0,-615.0,0.0,0.0,-1.0,12.0,14.0
261,322000.0,-85000.0,-1.0,0.0,-1.0,0.0,0.0,-2.0,-670.0,-100.0,0.0,-1905.0,0.0,0.0,1.0,2.0,2.0
262,500000.0,25000.0,0.0,0.0,0.0,0.25,2.0,7.0,320.0,-130.0,780.0,32430.0,1.0,0.0,0.0,8.0,8.0
263,379900.0,45100.0,-1.0,0.0,-1.0,-0.5,-2.0,-9.0,-460.0,-250.0,-140.0,3098.0,-1.0,0.0,0.0,78.0,78.0
264,350000.0,19900.0,-1.0,4.0,2.0,-1.0,-2.0,-9.0,-919.0,-632.0,0.0,-44767.0,0.0,1.0,2.0,16.0,16.0
265,305500.0,-15500.0,0.0,0.0,0.0,0.0,0.0,0.0,-320.0,-150.0,0.0,-386.0,1.0,0.0,1.0,1.0,1.0
266,377000.0,-92000.0,0.0,0.0,-1.0,-1.5,0.0,-14.0,-770.0,-20.0,-600.0,5461.0,-1.0,0.0,0.0,37.0,37.0
267,585000.0,-170000.0,-1.0,0.0,-1.0,-0.75,0.0,-6.0,-600.0,-160.0,0.0,180.0,-0.5,0.0,0.0,14.0,14.0
268,250000.0,22500.0,0.0,0.0,0.0,0.25,1.0,5.0,220.0,-70.0,180.0,1800.0,0.0,0.0,-1.0,0.0,0.0
269,1650000.0,1250000.0,-1.0,2.0,7.0,0.5,2.0,11.0,1140.0,1860.0,300.0,95.0,0.0,0.0,0.0,-19.0,-16.0
270,898000.0,472000.0,0.0,0.0,0.0,2.0,1.0,27.0,1610.0,1610.0,0.0,16083.0,0.0,0.0,1.0,4.0,4.0
271,400000.0,36000.0,-1.0,0.0,-1.0,-0.5,0.0,-4.0,-420.0,-40.0,-180.0,2461.0,0.0,0.0,1.0,17.0,32.0
272,247500.0,-37500.0,-1.0,0.0,-1.0,-1.25,0.0,-12.0,-190.0,460.0,-560.0,3690.0,0.0,0.0,1.0,10.0,10.0
273,286300.0,-50300.0,0.0,0.0,0.0,-0.75,0.0,-6.0,-650.0,70.0,-600.0,-1356.0,0.0,0.0,0.0,-2.0,-2.0
274,582500.0,-251500.0,0.0,0.0,0.0,0.0,0.0,-4.0,-410.0,-750.0,500.0,-3494.0,0.0,0.0,0.0,-6.0,-54.0
275,264000.0,101000.0,0.0,0.0,0.0,0.5,1.0,5.0,833.0,1283.0,0.0,-3190.0,1.0,0.0,-1.0,-29.0,-29.0
276,295000.0,155000.0,0.0,0.0,0.0,0.0,1.0,2.0,790.0,1010.0,-250.0,8030.0,0.0,0.0,2.0,19.0,19.0
277,415000.0,355000.0,0.0,0.0,0.0,1.0,2.0,14.0,1960.0,1290.0,770.0,15502.0,1.0,0.0,-1.0,-59.0,-59.0
278,278000.0,177000.0,1.0,0.0,1.0,0.5,1.0,7.0,840.0,930.0,0.0,38145.0,0.0,0.0,0.0,-16.0,-16.0
279,408000.0,-3000.0,0.0,0.0,0.0,0.25,-1.0,-2.0,720.0,60.0,850.0,645.0,0.0,0.0,0.0,17.0,20.0
280,281700.0,23200.0,0.0,0.0,0.0,-0.25,0.0,-2.0,810.0,110.0,990.0,2010.0,0.0,0.0,1.0,18.0,18.0
281,216000.0,-46000.0,-1.0,0.0,-1.0,-0.5,-1.0,-4.0,-450.0,-230.0,0.0,-1934.0,0.0,0.0,0.0,19.0,19.0
282,920000.0,1130000.0,1.0,1.0,6.0,0.5,0.0,7.0,1350.0,460.0,600.0,4290.0,0.0,0.0,2.0,25.0,7.0
283,634800.0,145200.0,0.0,0.0,0.0,0.0,2.0,5.0,220.0,220.0,0.0,1816.0,0.0,0.0,0.0,-1.0,-1.0
284,476000.0,-146000.0,-1.0,0.0,-1.0,0.75,0.0,9.0,80.0,30.0,680.0,1550.0,0.0,0.0,1.0,-7.0,-7.0
285,300000.0,70000.0,0.0,0.0,0.0,0.25,1.0,5.0,750.0,1230.0,0.0,-850.0,1.0,0.0,0.0,-14.0,-14.0
286,475000.0,-8000.0,2.0,0.0,2.0,0.0,0.0,-2.0,230.0,270.0,-190.0,3775.0,0.0,0.0,0.0,1.0,1.0
287,390000.0,15000.0,0.0,0.0,0.0,0.25,0.0,2.0,330.0,-200.0,530.0,-2250.0,0.0,0.0,0.0,-8.0,-8.0
288,823000.0,-148000.0,1.0,0.0,1.0,-0.25,0.0,-5.0,270.0,-910.0,1450.0,111.0,-1.0,0.0,-1.0,2.0,2.0
289,435000.0,65000.0,-1.0,0.0,-1.0,-0.5,0.0,-4.0,360.0,20.0,500.0,3458.0,0.0,0.0,0.0,0.0,0.0
290,500000.0,-110001.0,0.0,0.0,0.0,0.25,-1.0,-3.0,-560.0,210.0,-560.0,768.0,1.0,0.0,0.0,-12.0,-6.0
291,540000.0,90000.0,1.0,2.0,9.0,-0.75,0.0,-7.0,860.0,-40.0,1170.0,115.0,0.0,0.0,1.0,8.0,8.0
292,287500.0,72500.0,0.0,0.0,0.0,0.0,2.0,5.0,220.0,600.0,0.0,2528.0,0.0,0.0,0.0,-6.0,-6.0
293,425000.0,155000.0,1.0,0.0,1.0,1.25,1.0,13.0,1700.0,870.0,1010.0,1492.0,1.0,0.0,-2.0,-24.0,-24.0
294,575000.0,-25000.0,0.0,1.0,3.0,-0.5,0.0,-5.0,-290.0,-490.0,40.0,-271.0,0.5,0.0,2.0,36.0,36.0
295,700000.0,179000.0,0.0,0.0,0.0,-0.5,1.0,-2.0,220.0,220.0,0.0,12981.0,0.0,0.0,0.0,7.0,7.0
296,295000.0,-30000.0,-1.0,0.0,-1.0,-0.5,-1.0,-4.0,-710.0,-490.0,0.0,2176.0,-1.0,0.0,0.0,1.0,1.0
297,435000.0,11500.0,-1.0,0.0,-1.0,0.0,0.0,0.0,300.0,500.0,0.0,-4.0,0.0,0.0,0.0,4.0,4.0
298,392000.0,12000.0,0.0,0.0,0.0,-0.25,1.0,0.0,210.0,290.0,70.0,3880.0,0.0,0.0,-1.0,-37.0,-24.0
299,265000.0,2500.0,-1.0,2.0,5.0,0.0,0.0,0.0,-280.0,-330.0,500.0,2314.0,0.0,0.0,0.0,4.0,6.0
300,870000.0,2210000.0,0.0,4.0,16.0,2.5,1.0,27.0,1170.0,-80.0,1590.0,-4126.0,-1.0,1.0,0.0,-13.0,-11.0
301,261000.0,74000.0,0.0,0.0,0.0,0.25,1.0,5.0,730.0,1050.0,0.0,-624.0,1.0,0.0,0.0,-25.0,-25.0
302,545000.0,31000.0,0.0,0.0,0.0,0.0,-1.0,-2.0,210.0,-370.0,480.0,3700.0,-0.5,0.0,1.0,22.0,22.0
303,655000.0,-446367.0,-1.0,0.0,-1.0,0.0,-1.0,-5.0,-1310.0,-1310.0,0.0,-29296.0,0.0,0.0,0.0,-2.0,-2.0
304,230500.0,84500.0,0.0,0.0,0.0,1.25,1.0,10.0,910.0,-170.0,1080.0,-25.0,0.0,0.0,1.0,-20.0,-20.0
305,610000.0,115000.0,0.0,0.0,0.0,-0.5,0.0,-6.0,180.0,-410.0,960.0,-700.0,-1.0,0.0,1.0,67.0,67.0
306,615000.0,-65000.0,0.0,-2.0,-5.0,0.25,0.0,3.0,-530.0,-190.0,-330.0,-279.0,0.0,0.0,1.0,-1.0,-1.0
307,540000.0,70750.0,1.0,0.0,1.0,0.0,0.0,0.0,110.0,220.0,0.0,-2893.0,0.0,0.0,0.0,-2.0,-2.0
308,556000.0,-5300.0,-1.0,0.0,-1.0,-1.0,-1.0,-7.0,-630.0,-250.0,-660.0,1119.0,0.0,0.0,0.0,15.0,15.0
309,468000.0,197000.0,1.0,0.0,1.0,1.0,1.0,11.0,1400.0,620.0,1100.0,1006.0,1.0,0.0,1.0,8.0,8.0
310,569500.0,264500.0,1.0,2.0,8.0,0.5,0.0,5.0,620.0,440.0,250.0,-200.0,-0.5,0.0,2.0,-9.0,-4.0
311,409316.0,-208316.0,2.0,0.0,2.0,-0.75,-2.0,-11.0,-130.0,-100.0,0.0,65911.0,-0.5,0.0,0.0,69.0,69.0
312,940000.0,1440000.0,2.0,2.0,16.0,0.0,2.0,3.0,1920.0,1700.0,-100.0,5450.0,0.0,0.0,2.0,-11.0,4.0
313,998000.0,382000.0,0.0,3.0,12.0,-0.25,0.0,0.0,500.0,-790.0,1600.0,-323.0,-1.0,0.0,0.0,-1.0,-1.0
314,998000.0,402000.0,0.0,3.0,12.0,-0.25,0.0,0.0,500.0,-790.0,1600.0,-323.0,-1.0,0.0,0.0,-1.0,-1.0
315,329000.0,-24000.0,1.0,0.0,1.0,0.0,0.0,0.0,-10.0,-180.0,240.0,50.0,0.0,0.0,0.0,0.0,0.0
316,350000.0,137000.0,0.0,0.0,0.0,0.5,1.0,6.0,1160.0,400.0,870.0,5652.0,0.0,0.0,2.0,10.0,10.0
317,329000.0,61000.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-420.0,-420.0,0.0,59132.0,-1.0,0.0,1.0,15.0,15.0
318,543000.0,5000.0,-1.0,0.0,-1.0,-0.5,0.0,-4.0,160.0,-140.0,300.0,0.0,-0.5,0.0,0.0,2.0,2.0
319,202000.0,66750.0,1.0,0.0,1.0,0.0,0.0,0.0,-230.0,-210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,525000.0,294900.0,1.0,0.0,1.0,0.75,2.0,12.0,1210.0,1820.0,0.0,-1265.0,1.0,0.0,0.0,-38.0,-38.0
321,502775.0,17225.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-40.0,340.0,-360.0,5365.0,1.0,0.0,-1.0,-8.0,-8.0
322,222400.0,7600.0,0.0,0.0,0.0,0.0,0.0,0.0,-317.0,-317.0,0.0,2974.0,0.0,0.0,0.0,-20.0,-20.0
323,250500.0,-10500.0,0.0,0.0,0.0,-0.5,0.0,-4.0,-210.0,-200.0,0.0,1833.0,0.0,0.0,0.0,19.0,19.0
324,247500.0,-15500.0,-1.0,0.0,-1.0,-0.5,0.0,-5.0,-210.0,-130.0,80.0,4395.0,0.0,0.0,0.0,27.0,-34.0
325,247500.0,-7000.0,-1.0,0.0,-1.0,-0.5,0.0,-5.0,-210.0,-130.0,80.0,4395.0,0.0,0.0,0.0,27.0,-34.0
326,630000.0,-355025.0,-1.0,0.0,-1.0,0.0,0.0,0.0,260.0,260.0,0.0,6365.0,0.0,0.0,0.0,-1.0,0.0
327,900000.0,-160000.0,1.0,0.0,0.0,-0.25,0.0,2.0,-290.0,130.0,-600.0,-1100.0,-0.5,0.0,0.0,4.0,4.0
328,259000.0,-72625.0,0.0,0.0,0.0,-0.5,0.0,-3.0,-400.0,-290.0,0.0,16.0,0.0,0.0,-1.0,0.0,0.0
329,710000.0,80000.0,0.0,0.0,0.0,-0.25,1.0,0.0,-70.0,-350.0,310.0,1489.0,0.0,0.0,0.0,-10.0,-10.0
330,712500.0,167500.0,1.0,0.0,1.0,1.5,1.0,19.0,900.0,440.0,510.0,450.0,0.5,0.0,0.0,-4.0,-55.0
331,232000.0,47000.0,3.0,0.0,3.0,0.25,0.0,2.0,940.0,1040.0,0.0,3680.0,1.0,0.0,0.0,3.0,3.0
332,314950.0,-19950.0,0.0,2.0,5.0,-0.5,0.0,-2.0,-170.0,-160.0,0.0,1290.0,-1.0,0.0,0.0,3.0,3.0
333,700000.0,-60000.0,-2.0,0.0,-2.0,-0.75,0.0,-6.0,-540.0,-390.0,0.0,716.0,-0.5,0.0,0.0,-3.0,-3.0
334,947500.0,-7500.0,0.0,0.0,0.0,-0.5,0.0,-8.0,-480.0,-130.0,0.0,-635.0,0.0,0.0,1.0,6.0,6.0
335,275000.0,-15000.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,160.0,0.0,-2107.0,0.0,0.0,-1.0,-10.0,-10.0
336,375000.0,184900.0,0.0,0.0,0.0,1.0,2.0,14.0,1250.0,580.0,1070.0,-4217.0,0.0,0.0,0.0,-29.0,-29.0
337,760000.0,31500.0,0.0,-2.0,-5.0,0.0,0.0,0.0,-580.0,-160.0,-600.0,-1500.0,0.0,0.0,2.0,8.0,11.0
338,400000.0,-135000.0,0.0,0.0,0.0,0.0,0.0,0.0,-320.0,110.0,-240.0,-174.0,0.0,0.0,-1.0,2.0,2.0
339,265950.0,-20950.0,0.0,0.0,0.0,0.75,0.0,6.0,330.0,530.0,0.0,5547.0,0.0,0.0,0.0,-9.0,-3.0
340,685000.0,-200000.0,0.0,0.0,0.0,-0.75,-1.0,-9.0,50.0,100.0,0.0,33482.0,0.0,0.0,1.0,27.0,27.0
341,1030000.0,-346000.0,0.0,0.0,0.0,0.25,-2.0,-4.0,-950.0,-1540.0,620.0,-3030.0,0.0,0.0,0.0,-9.0,-9.0
342,405000.0,20000.0,0.0,0.0,0.0,0.25,1.0,4.0,950.0,140.0,1200.0,-712.0,0.0,0.0,0.0,-6.0,-5.0
343,520000.0,-210400.0,1.0,0.0,1.0,-0.25,-1.0,-4.0,-755.0,-555.0,0.0,-62328.0,-0.5,0.0,0.0,-25.0,-15.0
344,567500.0,-15250.0,1.0,0.0,1.0,0.0,0.0,0.0,30.0,30.0,0.0,67.0,0.0,0.0,0.0,-1.0,-1.0
345,216500.0,-51500.0,1.0,0.0,1.0,0.0,0.0,0.0,-220.0,-220.0,0.0,-846.0,0.0,0.0,0.0,1.0,1.0
346,216500.0,23400.0,1.0,0.0,1.0,0.0,0.0,0.0,-220.0,-220.0,0.0,-846.0,0.0,0.0,0.0,1.0,1.0
347,361550.0,-41550.0,-1.0,0.0,-1.0,-0.75,-1.0,-7.0,-680.0,-430.0,0.0,12294.0,0.0,0.0,1.0,47.0,47.0
348,250000.0,-43400.0,0.0,0.0,0.0,0.25,0.0,2.0,-400.0,-300.0,0.0,5464.0,0.0,0.0,1.0,-1.0,-1.0
349,389800.0,-2800.0,1.0,0.0,1.0,0.0,0.0,0.0,830.0,-70.0,1250.0,-2060.0,0.0,0.0,0.0,-4.0,-3.0
350,425000.0,-126000.0,-2.0,0.0,-2.0,-1.0,-3.0,-8.0,-1120.0,-890.0,0.0,-28826.0,0.0,0.0,0.0,18.0,22.0
351,1090000.0,-235000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1230.0,-350.0,-370.0,335.0,0.0,0.0,-1.0,9.0,9.0
352,335000.0,-20000.0,0.0,0.0,0.0,-0.75,0.0,-6.0,-150.0,-130.0,130.0,4200.0,0.0,0.0,1.0,3.0,4.0
353,635500.0,-198000.0,-1.0,2.0,2.0,-1.0,0.0,-8.0,-670.0,-420.0,-180.0,-880.0,0.0,0.0,1.0,11.0,18.0
